"numero_dpe","date_etablissement_dpe","etiquette_dpe","type_batiment","surface_habitable_logement","adresse_ban","type_energie_n1","conso_chauffage_ef","conso_ecs_ef","conso_refroidissement_ef","conso_eclairage_ef","conso_auxiliaires_ef","conso_chauffage_ep","conso_ecs_ep","conso_refroidissement_ep","conso_eclairage_ep","conso_auxiliaires_ep","cout_chauffage","cout_ecs","cout_refroidissement","cout_eclairage","cout_auxiliaires","type_dpe"
"2101N0584128W","2021-08-12","B","maison",85.4,"Impasse des Iris 01800 Meximieux","Gaz naturel",2319,1489,0,448,1.9,2319,1489,0,1031,4.4,371.2,238.3,0,138,1.3,"existant"
"2101N0760425N","2021-08-15","C","appartement",51.7,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",2241.7,1787.7,0,29.2,0,2269.8,2546.6,0,67.2,0,253.2,201.3,0,100.7,0,"existant"
"2101N0246781Z","2021-08-31","B","maison",72.2,"Rue de l'Eglise 01600 Parcieux","Électricité",1561,520,0,132.4,18.9,3590.3,1686.4,0,304.6,43.5,437,146,0,37,5,"existant"
"2101N0760340G","2021-08-15","C","appartement",62.8,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",1425.3,1904.8,0,35.4,0,1443.2,2713.4,0,81.5,0,161,214.5,0,122.2,0,"existant"
"2101N0761680U","2021-08-15","C","appartement",45.1,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",1138.1,1676.7,0,25.5,0,1152.3,2388.4,0,58.6,0,128.5,188.8,0,87.8,0,"existant"
"2101N0761731T","2021-08-15","C","immeuble",1187.5,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",33340,35533,0,2193.5,0,33719.6,50636.8,0,5044.9,0,3760,4004,0,636,0,"existant"
"2101N0761688C","2021-08-15","C","appartement",91.6,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",2736.9,2211.2,0,51.7,0,2771.2,3149.8,0,119,0,309.1,249,0,178.3,0,"existant"
"2101N0760440C","2021-08-15","C","appartement",60.8,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",3714.9,1884.1,0,34.3,0,3761.4,2683.9,0,79,0,419.5,212.2,0,118.4,0,"existant"
"2101N0761771H","2021-08-15","C","appartement",61.9,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",2060.5,1879.3,0,32.7,0,2084,2678.1,0,75.3,0,232.4,211.8,0,112.8,0,"existant"
"2101N0149940I","2021-08-02","C","maison",89,"Lotissement le Parc des Dombes 01330 Ambérieux-en-Dombes","Gaz naturel",3677,1538,0,185.5,10.9,3705.6,2188.7,0,426.6,25.1,527,221,0,68,4,"existant"
"2101N0184925X","2021-08-12","B","maison",109.8,"Rue de la Citadelle 01800 Meximieux","Gaz naturel",2900,1900,0,448,1.9,2900,1900,0,1031,4.4,464.2,304.1,0,138,1.3,"existant"
"2101N0149968K","2021-08-02","A","maison",93.7,"Allée des Arums 01330 Villars-les-Dombes","Électricité",1724,663,0,176.8,22.1,3965.2,2150.1,0,406.6,50.8,464,179,0,48,6,"existant"
"2101N0128854I","2021-08-01","B","maison",45.5,"Route de Barbery 01560 Saint-Jean-sur-Reyssouze","Électricité",1315.5,472.5,0,85.4,0,3025.7,1532.3,0,196.5,0,386.6,138.9,0,14.7,0,"existant"
"2101N0760264I","2021-08-15","C","immeuble",1369.3,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",52783,42939,0,2715.5,0,53444.7,61165.4,0,6245.7,0,5961,4836,0,788,0,"existant"
"2101N0761726O","2021-08-15","C","appartement",42.2,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",2518.4,1621.1,0,23.8,0,2549.9,2309.2,0,54.8,0,284.4,182.6,0,82.1,0,"existant"
"2101N0760283B","2021-08-15","C","appartement",62.8,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",1838.2,1904.8,0,35.4,0,1861.3,2713.4,0,81.5,0,207.6,214.5,0,122.2,0,"existant"
"2101N0129962Y","2021-08-01","A","maison",89.2,"Rue de Monetroi 01800 Charnoz-sur-Ain","Électricité",1490,750,0,198,0,3427,2432.3,0,455.4,0,407,205,0,54,0,"existant"
"2101N0761774K","2021-08-15","B","appartement",88,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",1791.5,2153.6,0,46.5,0,1811.9,3069,0,107,0,202,242.7,0,160.3,0,"existant"
"2101N0183670Q","2021-08-15","B","maison",84.8,"Lot le St Amand 01200 Léaz","Électricité",2526,808,0,182,2.8,5809,1859,0,419,6.4,773,248,0,56,0.9,"existant"
"2101N0761660A","2021-08-15","C","appartement",45.1,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",1412.3,1676.7,0,25.5,0,1430,2388.4,0,58.6,0,159.5,188.8,0,87.8,0,"existant"
"2101N0760276U","2021-08-15","C","appartement",68.5,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",2286.6,1966.2,0,38.7,0,2315.3,2800.8,0,89,0,258.2,221.4,0,133.4,0,"existant"
"2101N0761757T","2021-08-15","B","appartement",88.1,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",1799.6,2154.6,0,46.6,0,1820.1,3070.4,0,107.1,0,203,242.8,0,160.5,0,"existant"
"2101N0760364E","2021-08-15","C","appartement",73.1,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",2009.8,2014.1,0,41.2,0,2035,2869,0,94.9,0,227,226.8,0,142.2,0,"existant"
"2101N0183720O","2021-08-16","B","maison",84.8,"Lot le St Amand 01200 Léaz","Électricité",2526,808,0,182,2.8,5809,1859,0,419,6.4,773,248,0,56,0.9,"existant"
"2101N0231709H","2021-08-29","C","maison",88.6,"Avenue des Tuileries 01600 Trévoux","Gaz naturel",2959,1541.4,0,189.2,11.8,3093.5,2173.3,0,435.2,27.2,317.1,153,0,61.5,3.8,"existant"
"2101N0185309R","2021-08-12","C","maison",84.7,"67 Che de la Planchette 01330 Sainte-Olive","Gaz naturel",4539.9,1041.8,0,355,1.9,10441.8,2396.2,0,817,4.4,692.6,158.9,0,113,1.3,"existant"
"2101N0760386A","2021-08-15","C","appartement",61.3,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",2736.8,1889.4,0,34.6,0,2771.1,2691.5,0,79.6,0,309.1,212.8,0,119.3,0,"existant"
"2101N0185003X","2021-08-12","B","maison",88.7,"Rue de la Citadelle 01800 Meximieux","Gaz naturel",2159,1369,0,448,1.9,2159,1369,0,1031,4.4,345.6,219.1,0,138,1.3,"existant"
"2101N0761684Y","2021-08-15","C","appartement",61.3,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",2736.8,1889.4,0,34.6,0,2771.1,2691.5,0,79.6,0,309.1,212.8,0,119.3,0,"existant"
"2101N0150115B","2021-08-05","C","maison",106.6,"Rue des Rairets 01710 Thoiry","Gaz naturel",4528,2277,0,203.5,63.6,4941.4,3234.4,0,468.1,146.3,660,298,0,74,23,"existant"
"2101N0171546I","2021-08-11","B","appartement",57.5,"Rue de la Resistance 01300 Belley","Réseau de Chauffage urbain",1917,2147,0,253,0,1917,2147,0,581.9,0,150.9,169,0,92.1,0,"existant"
"2101N0133723P","2021-08-02","A","maison",157.5,"Route D Amberieu 01500 Douvres","Électricité",2014,710,0,306.9,0,4632.2,2302.5,0,705.8,0,522,184,0,80,0,"existant"
"2101N0760292K","2021-08-15","C","appartement",45.1,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",1412.3,1676.7,0,25.5,0,1430,2388.4,0,58.6,0,159.5,188.8,0,87.8,0,"existant"
"2101N0761646M","2021-08-15","C","immeuble",1369.3,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",52783,42939,0,2715.5,0,53444.7,61165.4,0,6245.7,0,5961,4836,0,788,0,"existant"
"2101N0207747R","2021-08-23","A","appartement",81.1,"Rue de Champel 01270 Coligny","Électricité",726.9,1195.6,0,170.9,57,1672,3877.3,0,393.2,131.1,202.3,239.4,0,149.1,25.8,"existant"
"2101N0185024S","2021-08-12","B","maison",109.9,"Rue de la Citadelle 01800 Meximieux","Gaz naturel",2900,1900,0,448,1.9,2900,1900,0,1031,4.4,464.2,304.1,0,138,1.3,"existant"
"2101N0761764A","2021-08-15","C","appartement",39,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",721.4,1546.9,0,20.6,0,729.6,2204.5,0,47.4,0,81.3,174.3,0,71,0,"existant"
"2101N0184934G","2021-08-12","B","maison",109.9,"Rue de la Citadelle 01800 Meximieux","Gaz naturel",2900,1900,0,448,1.9,2900,1900,0,1031,4.4,464.2,304.1,0,138,1.3,"existant"
"2101N0760332Y","2021-08-15","C","appartement",68.5,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",2744.3,1966.2,0,38.7,0,2778.7,2800.8,0,89,0,309.9,221.4,0,133.4,0,"existant"
"2101N0760405T","2021-08-15","C","appartement",45.1,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",1185.4,1676.7,0,25.5,0,1200.2,2388.4,0,58.6,0,133.9,188.8,0,87.8,0,"existant"
"2101N0761671L","2021-08-15","C","appartement",57.9,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",2282.9,1852.7,0,32.7,0,2311.6,2639.1,0,75.1,0,257.8,208.7,0,112.6,0,"existant"
"2101N0184943P","2021-08-12","B","maison",111.3,"Rue de la Citadelle 01800 Meximieux","Gaz naturel",2800,2005,0,448,1.9,2800,2005,0,1031,4.4,448.2,320.9,0,138,1.3,"existant"
"2101N0185191D","2021-08-12","C","maison",84.7,"67 Che de la Planchette 01330 Sainte-Olive","Gaz naturel",4539.9,1041.8,0,355,1.9,10441.8,2396.2,0,817,4.4,692.6,158.9,0,113,1.3,"existant"
"2101N0138705F","2021-08-03","C","maison",103.1,"Route de Talapiat 01560 Saint-Trivier-de-Courtes","Gaz naturel",3740,1727,0,214.4,11.9,3740,2435.1,0,493.1,27.4,519,240,0,78,4,"existant"
"2101N0761655V","2021-08-15","C","appartement",68.5,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",2286.6,1966.2,0,38.7,0,2315.3,2800.8,0,89,0,258.2,221.4,0,133.4,0,"existant"
"2101N0185295D","2021-08-12","C","maison",84.7,"67 Che de la Planchette 01330 Sainte-Olive","Gaz naturel",4539.9,1041.8,0,355,1.9,10441.8,2396.2,0,817,4.4,692.6,158.9,0,113,1.3,"existant"
"2101N0761781R","2021-08-15","C","appartement",61.7,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",2060.5,1877,0,32.6,0,2084,2674.8,0,75,0,232.4,211.5,0,112.4,0,"existant"
"2101N0281628G","2021-09-01","B","maison",130.3,"587 Rue des Morelles 01310 Polliat","Bois – Granulés (pellets) ou briquettes",5460,892,0,292.2,0,7020,2892.8,0,672.1,0,586,246,0,81,0,"existant"
"2101N0128850E","2021-08-01","B","maison",71.9,"Route de Barbery 01560 Saint-Jean-sur-Reyssouze","Électricité",1645.3,537,0,138.6,0,3784.3,1741.5,0,318.7,0,457.4,149.3,0,32.2,0,"existant"
"2101N0207745P","2021-08-23","A","appartement",360.2,"Rue de Champel 01270 Coligny","Électricité",2877,2882.5,0,759,253,6617,9348,0,1745.6,581.9,800.4,577.3,0,149.1,25.8,"existant"
"2101N0235965Z","2021-08-29","B","maison",75.7,"Route de la Mulatière 01380 Saint-Cyr-sur-Menthon","Bois – Granulés (pellets) ou briquettes",4635,504,0,164.9,0,5064,1634.5,0,379.2,0,375,179,0,59,0,"existant"
"2101N0149583P","2021-08-02","B","immeuble",104.2,"Lotissement le Parc du Chateau 01330 Ambérieux-en-Dombes","Électricité",2143,275,0,2269.1,22.9,4928.9,891.8,0,5218.9,52.7,497,64,0,526,5,"existant"
"2101N0761733V","2021-08-15","C","appartement",38.4,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",1071.1,1536.4,0,20.3,0,1083.2,2189.5,0,46.7,0,120.8,173.1,0,70,0,"existant"
"2101N0185018M","2021-08-12","B","maison",111.7,"Rue de la Citadelle 01800 Meximieux","Gaz naturel",2800,2005,0,448,1.9,2800,2005,0,1031,4.4,448.2,320.9,0,138,1.3,"existant"
"2101N0247819X","2021-08-31","A","maison",110.7,"Impasse des Thilles 01430 Saint-Martin-du-Frêne","Électricité",2161,582,0,221.6,55.4,4970.3,1887.4,0,509.7,127.4,556,150,0,57,14,"existant"
"2101N0185298G","2021-08-12","C","maison",84.7,"67 Che de la Planchette 01330 Sainte-Olive","Gaz naturel",2685,1311,0,355,1.9,6175.5,3015.3,0,817,4.4,429.8,209.9,0,113,1.3,"existant"
"2101N0760302U","2021-08-15","C","appartement",73.1,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",2529.9,2014.1,0,41.2,0,2561.6,2869,0,94.9,0,285.7,226.8,0,142.2,0,"existant"
"2101N0207746Q","2021-08-23","A","appartement",81.1,"Rue de Champel 01270 Coligny","Électricité",690.9,1195.6,0,170.9,57,1589.1,3877.3,0,393.2,131.1,192.2,239.4,0,149.1,25.8,"existant"
"2101N0584145N","2021-08-12","B","maison",101.6,"Impasse des Iris 01800 Meximieux","Gaz naturel",2657,2005,0,448,1.9,2657,2005,0,1031,4.4,425.3,320.9,0,138,1.3,"existant"
"2101N0760416E","2021-08-15","C","appartement",73.1,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",2037.7,2014.1,0,41.2,0,2063.3,2869,0,94.9,0,230.1,226.8,0,142.2,0,"existant"
"2101N0761682W","2021-08-15","C","appartement",73.1,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",2009.8,2014.1,0,41.2,0,2035,2869,0,94.9,0,227,226.8,0,142.2,0,"existant"
"2101N0761722K","2021-08-15","C","appartement",45.1,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",1706.3,1676.7,0,25.5,0,1727.7,2388.4,0,58.6,0,192.7,188.8,0,87.8,0,"existant"
"2101N0185244E","2021-08-12","C","maison",84.7,"67 Che de la Planchette 01330 Sainte-Olive","Gaz naturel",2685,1311,0,355,1.9,6175.5,3015.3,0,817,4.4,429.8,209.9,0,113,1.3,"existant"
"2101N0185307P","2021-08-12","C","maison",84.7,"67 Che de la Planchette 01330 Sainte-Olive","Gaz naturel",4539.9,1041.8,0,355,1.9,10441.8,2396.2,0,817,4.4,692.6,158.9,0,113,1.3,"existant"
"2101N0149839L","2021-08-05","A","maison",111.2,"Lotissement le Parc des Dombes 01330 Ambérieux-en-Dombes","Électricité",1654,556,0,222.4,55.6,3804.2,1803.1,0,511.5,127.9,452,152,0,61,15,"existant"
"2101N0128848C","2021-08-01","B","maison",71.9,"Route de Barbery 01560 Saint-Jean-sur-Reyssouze","Électricité",1645.3,537,0,138.6,0,3784.3,1741.5,0,318.7,0,457.4,149.3,0,32.2,0,"existant"
"2101N0760376Q","2021-08-15","C","appartement",41.9,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",1791.2,1615.3,0,23.6,0,1813.6,2300.9,0,54.4,0,202.3,181.9,0,81.5,0,"existant"
"2101N0150203L","2021-08-05","C","maison",106.6,"Rue des Rairets 01710 Thoiry","Gaz naturel",4173,2277,0,203.5,63.6,4553.9,3234.4,0,468.1,146.3,619,304,0,74,23,"existant"
"2101N0252651T","2021-09-01","B","maison",128,"Chemin des Fougeres 01250 Saint-Just","Bois – Granulés (pellets) ou briquettes",6119,755,0,305.1,0,7747.9,2448.5,0,701.8,0,639,209,0,85,0,"existant"
"2101N0231703B","2021-08-29","C","maison",88.6,"Avenue des Tuileries 01600 Trévoux","Gaz naturel",2950.1,1541.4,0,189.2,11.8,3083,2173.3,0,435.2,27.2,315.6,152.8,0,61.5,3.8,"existant"
"2101N0231708G","2021-08-29","B","maison",75.7,"Avenue des Tuileries 01600 Trévoux","Gaz naturel",2096.4,1462.1,0,161.6,10.1,2191.7,2061.6,0,371.6,23.2,224.6,145.1,0,52.5,3.3,"existant"
"2101N0184948U","2021-08-12","B","maison",111.3,"Rue de la Citadelle 01800 Meximieux","Gaz naturel",2800,2005,0,448,1.9,2800,2005,0,1031,4.4,448.2,320.9,0,138,1.3,"existant"
"2101N0760399N","2021-08-15","C","appartement",91.6,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",2736.9,2211.2,0,51.7,0,2771.2,3149.8,0,119,0,309.1,249,0,178.3,0,"existant"
"2101N0761659Z","2021-08-15","C","appartement",62.8,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",1838.2,1904.8,0,35.4,0,1861.3,2713.4,0,81.5,0,207.6,214.5,0,122.2,0,"existant"
"2101N0761724M","2021-08-15","C","appartement",73.1,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",2952.6,2014.1,0,41.2,0,2989.6,2869,0,94.9,0,333.5,226.8,0,142.2,0,"existant"
"2101N0761694I","2021-08-15","C","appartement",45.1,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",1185.4,1676.7,0,25.5,0,1200.2,2388.4,0,58.6,0,133.9,188.8,0,87.8,0,"existant"
"2101N0761747J","2021-08-15","C","appartement",66.2,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",1617.7,1924.7,0,35,0,1636.1,2742.9,0,80.5,0,182.4,216.9,0,120.7,0,"existant"
"2101N0247381B","2021-08-31","B","maison",99.9,"Impasse des Iris 01580 Izernore","Bois – Granulés (pellets) ou briquettes",5602,583,0,210.1,0,6011.5,1890.7,0,483.1,0,425,199,0,72,0,"existant"
"2101N0761784U","2021-08-15","C","appartement",88,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",2766.2,2153.6,0,46.5,0,2797.7,3069,0,107,0,312,242.7,0,160.3,0,"existant"
"2101N0138603H","2021-08-03","A","maison",111.7,"Lotissement le Parc du Chateau 01330 Ambérieux-en-Dombes","Électricité",2071,584,0,236.3,55.6,4763.3,1893.9,0,543.5,127.9,536,151,0,61,14,"existant"
"2101N0138878W","2021-08-03","B","maison",102.5,"Chemin de l'Ecole 01250 Saint-Just","Gaz naturel",3534,1679,0,211.3,23.5,3534,2367.4,0,486,54,501,238,0,77,9,"existant"
"2101N0252680W","2021-09-01","B","maison",120.7,"Chemin des Fougeres 01250 Saint-Just","Bois – Bûches",6545,742,0,267.1,0,7780,2406.3,0,614.4,0,452,214,0,77,0,"existant"
"2101N0761705T","2021-08-15","C","appartement",51.7,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",2241.7,1787.7,0,29.2,0,2269.8,2546.6,0,67.2,0,253.2,201.3,0,100.7,0,"existant"
"2101N0760310C","2021-08-15","C","appartement",42.7,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",2114.8,1630,0,24.1,0,2141.3,2321.9,0,55.4,0,238.8,183.6,0,83,0,"existant"
"2101N0135118G","2021-08-02","A","maison",130.5,"Route de Luthezieu 01260 Valromey-sur-Séran","Électricité",2034,604,0,254.2,47.7,4678.2,1958.8,0,584.8,109.6,527,156,0,66,12,"existant"
"2101N0184941N","2021-08-12","B","maison",131.8,"Rue de la Citadelle 01800 Meximieux","Gaz naturel",3900,2005,0,448,1.9,3900,2005,0,1031,4.4,580.9,298.7,0,138,1.3,"existant"
"2101N0761654U","2021-08-15","C","appartement",57.9,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",2610,1852.7,0,32.7,0,2642.7,2639.1,0,75.1,0,294.8,208.7,0,112.6,0,"existant"
"2101N0231698W","2021-08-29","C","maison",88.6,"Avenue des Tuileries 01600 Trévoux","Gaz naturel",3048.8,1541.4,0,189.2,11.8,3186.1,2173.3,0,435.2,27.2,326.1,152.8,0,61.5,3.8,"existant"
"2101N0131054Y","2021-08-01","B","immeuble",892.2,"Chemin des Buffets 01250 Montagnat","Électricité",11777,7066,6183,5692.1,0,27087.1,22915,14220.9,13091.9,0,2034,1221,1068,983,0,"existant"
"2101N0148123L","2021-08-04","B","maison",134.4,"Rue du Stade 01290 Cormoranche-sur-Saône","Gaz naturel",5295,1860,0,282.2,49.8,5812.4,2653.8,0,649.1,114.5,768,241,0,103,18,"existant"
"2101N0571319F","2021-08-26","A","maison",106.1,"La Petite Route 01310 Confrançon","Électricité",1173,704,0,222.3,37.1,2697.9,2283.1,0,511.3,85.2,330,198,0,63,10,"existant"
"2101N0185008C","2021-08-12","B","maison",111.7,"Rue de la Citadelle 01800 Meximieux","Gaz naturel",2800,2005,0,448,1.9,2800,2005,0,1031,4.4,448.2,320.9,0,138,1.3,"existant"
"2101N0761741D","2021-08-15","C","appartement",84.3,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",3086.7,2114.9,0,44.6,0,3121.9,3013.8,0,102.5,0,348.1,238.3,0,153.6,0,"existant"
"2101N0761803N","2021-08-15","C","appartement",61.7,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",2771,1877,0,32.6,0,2802.5,2674.8,0,75,0,312.5,211.5,0,112.4,0,"existant"
"2101N0761719H","2021-08-15","C","appartement",87.4,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",3628.6,2166.6,0,49.4,0,3674.1,3086.3,0,113.5,0,409.8,244,0,170.2,0,"existant"
"2101N0761790A","2021-08-15","C","appartement",65.8,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",2027.6,1919.7,0,34.8,0,2050.7,2735.7,0,79.9,0,228.7,216.3,0,119.8,0,"existant"
"2101N0761779P","2021-08-15","C","appartement",38.9,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",783.3,1545.4,0,20.6,0,792.2,2202.4,0,47.3,0,88.3,174.1,0,70.9,0,"existant"
"2101N0760351R","2021-08-15","C","appartement",45.1,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",1138.1,1676.7,0,25.5,0,1152.3,2388.4,0,58.6,0,128.5,188.8,0,87.8,0,"existant"
"2101N0185303L","2021-08-12","C","maison",84.7,"67 Che de la Planchette 01330 Sainte-Olive","Gaz naturel",4539.9,1041.8,0,355,1.9,10441.8,2396.2,0,817,4.4,692.6,158.9,0,113,1.3,"existant"
"2101N0761651R","2021-08-15","C","appartement",64.5,"Chemin de Vireloup 01210 Ferney-Voltaire","Gaz naturel",3140.5,1922.9,0,36.4,0,3179.9,2739.1,0,83.7,0,354.7,216.6,0,125.5,0,"existant"
"2101N0141106O","2021-08-03","A","maison",85,"Lotissement le Clos des Lys 01400 Sandrans","Électricité",1284,532,0,180.5,20.1,2953.2,1725.3,0,415.2,46.1,369,153,0,52,6,"existant"
"2101N0584181X","2021-08-12","C","maison",85.4,"4 Impasse des Iris 01800 Meximieux","Gaz naturel",2800,2005,0,448,1.9,2800,2005,0,1031,4.4,448.2,320.9,0,138,1.3,"existant"
"2101N0176912S","2021-08-12","A","maison",100.2,"15 Rue sous le Pin 01150 Saint-Sorlin-en-Bugey","Électricité",1748.7,771.8,0,193,84.4,4022,1775.2,0,443.8,194.2,464.5,205,0,51.3,22.4,"existant"
"2101N0134664U","2021-08-02","A","maison",94.1,"49 Rue de la Brochette 01370 Meillonnas","Électricité",1039,449,0,196.9,43.8,2389.7,1456.1,0,452.9,100.6,309,134,0,59,13,"existant"
"2101N0388255H","2021-09-23","E","appartement",20,"4 Chemin du Gué 01210 Ferney-Voltaire","Électricité",932.5,1865,0,1,2,2144.8,4289.6,0,2.3,4.6,247.6,495.3,0,0.3,0.5,"existant"
"2101N0267874G","2021-09-05","C","appartement",50.4,"Rue Maria Geral 01000 Bourg-en-Bresse","Gaz naturel",2221.1,1653.1,0,105.3,0,2221.1,2330.9,0,242.1,0,320.3,238.4,0,38.3,0,"existant"
"2101N0388251D","2021-09-23","A","maison",99.5,"Les Blancs d'En Haut 01851 Marboz","Électricité",1348,558,0,197.5,23.2,3100.4,1809.6,0,454.3,53.5,385,159,0,56,7,"existant"
"2101N0334391P","2021-09-15","C","appartement",39.4,"40 Rue de Lyon 01630 Saint-Genis-Pouilly","Gaz naturel",1552.1,1557.6,0,85.2,4.7,1552.1,2196.2,0,195.9,10.9,223.8,224.6,0,31,1.7,"existant"
"2101N0423738A","2021-09-30","B","maison",242.1,"Chemin des Peupliers 01600 Reyrieux","Gaz naturel",8340,2916,0,437.4,145.8,9439.8,4164.7,0,1006,335.3,997,343,0,136,45,"existant"
"2101N0323533Z","2021-09-14","B","maison",118.5,"Chemin du Grand Pre 01630 Péron","Électricité",2605,663,0,286.1,256,5991.5,2150.1,0,658.1,588.8,633,161,0,70,62,"existant"
"2101N0739588C","2021-09-30","B","maison",85.6,"Rue du Bourg 01380 Saint-André-de-Bâgé","Électricité",2372,526,0,178,3.8,5456,1209,0,410,8.7,761,169,0,57,1.2,"existant"
"2101N0739576Q","2021-09-30","B","maison",85.6,"Rue du Bourg 01380 Saint-André-de-Bâgé","Électricité",2292,526,0,178,3.8,5271,1209,0,410,8.7,743,171,0,58,1.3,"existant"
"2101N0267880M","2021-09-05","C","appartement",64.1,"Rue Maria Geral 01000 Bourg-en-Bresse","Gaz naturel",2526,1805.5,0,139.5,0,2526,2545.7,0,320.8,0,364.3,260.4,0,50.8,0,"existant"
"2101N0334429B","2021-09-15","C","appartement",39.4,"40 Rue de Lyon 01630 Saint-Genis-Pouilly","Gaz naturel",1261.9,1558.7,0,85.1,4.7,1261.9,2197.8,0,195.8,10.9,182,224.8,0,31,1.7,"existant"
"2101N0285527F","2021-09-07","A","maison",115.1,"Rue Jacqueline Auriol 01500 Ambérieu-en-Bugey","Électricité",2171,587,0,249.4,190.7,4993.3,1903.6,0,573.6,438.6,550,149,0,63,48,"existant"
